,Code,Title,Points1,Points2,Mid-point,Year
757,LC292,Social Care Work,367,,389,2020
758,LC293,Business Studies with Travel and Tourism Management,307,,356,2020
759,LC294,Business Studies with Event Management,279,,347,2020
760,LC295,Business Studies with Sports Management,252,,313,2020
761,LC297,Community Development,235,,298,2020
762,LC320,Business,346,,388,2020
763,LC330,Business with Computing,297,,378,2020
765,LC340,Interior Design,350,,391,2020
766,LC362,Biotechnology and Biopharmaceutical Sciences,413,,440,2020
767,LC371,Creative Broadcast and Film Production,309,,378,2020
768,LC372,Music Technology and Production,325,,402,2020
769,LC374,Renewable and Electrical Energy Engineering,318,,410,2020
770,LC375,Industrial Automation and Robotic Systems,317,,392,2020
771,LC376,Electronic Engineering,318,,358,2020
772,LC380,Automotive Engineering and Transport Management,303,298,337,2020
773,LC392,Business Studies in Beauty and Spa Management,236,,328,2020
774,LC393,Early Childhood Education and Care,236,,307,2020
777,LC401,Early Childhood Education and Care,297,,298,2020
778,LC402,Social Care Work,225,,288,2020
779,LC408,Environmental Science and Climate,279,,348,2020
780,LC414,Data Analytics and Cyber Security,236,,336,2020
782,LC416,Business,274,,391,2020
783,LC418,Computing - Games Design and Development,270,,338,2020
784,LC422,Sports Strength and Conditioning,298,,347,2020
789,LC434,Environmental Science and Agriculture,297,,349,2020
790,LC502,Game Art and Design (portfolio),852,,1024,2020
792,LC517,Creative Media and Design,234,,327,2020
793,LC518,Digital Animation Production (portfolio),808,,939,2020
797,LC612,Social Care Work,320,,343,2020
798,LC613,Early Childhood Education and Care,242,,327,2020
799,LM002,Arts,348,,410,2020
800,LM020,Law and Accounting,465,,499,2020
801,LM026,Performing Arts (audition required),303,,401,2020
802,LM028,Criminal Justice,418,,440,2020
803,LM029,Law Plus,490,,521,2020
804,LM038,Psychology and Sociology,500,,507,2020
805,LM039,Journalism and Digital Communication,402,,455,2020
806,LM040,European Studies,369,,488,2020
807,LM044,Applied Languages,442,,499,2020
808,LM050,Business Studies (options),431,,476,2020
809,LM056,International Business,528,,555,2020
810,LM058,Financial Mathematics,403,,521,2020
811,LM063,Technology Management,379,,419,2020
812,LM068,Food Science and Health,421,,454,2020
813,LM076,Product Design and Technology (portfolio required),408,,487,2020
814,LM077,Aeronautical Engineering,520,,554,2020
815,LM082,Construction Management and Engineering,398,,434,2020
816,LM089,Sport and Exercise Sciences,474,,489,2020
817,LM090,Physical Education with concurrent Teacher Education,532,,565,2020
818,LM091,Languages with concurrent Teacher Education,517,,543,2020
819,LM092,Science with Teacher Ed (Biology with Physics/Chemistry/Ag Science),507,,531,2020
820,LM093,Equine Science,339,,412,2020
821,LM094,Materials and Architectural Technology with concurrent Teacher Education,440,,478,2020
822,LM095,Materials and Engineering Technology with concurrent Teacher Education,367,,421,2020
823,LM096,Science with Teacher Ed (Physical Sciences with Chemistry and Physics),405,,454,2020
824,LM097,Mathematics and Computer Science with concurrent Teacher Education,402,,509,2020
825,LM099,Architecture (portfolio requirement suspended),498,,532,2020
826,LM100,Physiotherapy,589,,601,2020
827,LM101,Medicine  - Graduate Entry (GAMSAT required),55,,57,2020
828,LM102,Psychology,509,,529,2020
829,LM103,Paramedic Studies (B/C1/C1 Provisional Drivers Licence),392,,445,2020
830,LM115,Chemical and Biochemical Engineering,454,,532,2020
831,LM116,Engineering (Biomedical/Civil/Design and Manufacture/Mechanical),476,,521,2020
832,LM118,Electronic and Computer Engineering,403,,489,2020
833,LM121,Computer Science (Computer Systems/Games Dev/Mobile Comm Security),351,,423,2020
834,LM122,Creative Media and Interaction Design (Digital Design/Music Media Tech),327,,401,2020
835,LM123,Biological & Chemical Sciences (Biosci/Envir Sci/Ind Bio/IndPharma Chem),441,,478,2020
836,LM124,Mathematics (Math Science/Maths and Physics/Economics and Maths),437,,509,2020
837,LM125,Physics (Applied Physics or Mathematics & Physics),404,,520,2020
838,LM150,General Nursing,475,,498,2020
839,LM152,Mental Health Nursing,419,,430,2020
840,LM154,Intellectual Disability Nursing,420,,473,2020
841,LM156,Midwifery,469,,499,2020
844,LY108,Business - Accounting,309,,431,2020
845,LY118,Business,290,,377,2020
848,LY208,Law,300,,367,2020
849,LY228,Sports and Exercise - Common Entry,300,,367,2020
852,LY408,Design - Common Entry,320,,381,2020
858,LY508,Fire Safety Engineering,276,,326,2020
859,LY518,Quantity Surveying,301,,368,2020
861,LY528,Construction Management,271,,321,2020
863,LY608,Mechanical Engineering,300,,379,2020
865,LY618,Electronic Engineering,312,,402,2020
867,LY708,Applied Computing,306,,372,2020
870,LY748,Computer Science,317,317,420,2020
874,LY818,Science - Common Entry,303,,409,2020
876,LY828,Agriculture - Common Entry,307,,351,2020
884,LY908,General Nursing,400,,423,2020
886,LY918,Psychiatric Nursing,357,,387,2020
887,LY928,Intellectual Disability Nursing,326,,346,2020
888,LY968,"Early Childhood Care, Health and Education",303,,361,2020
889,LY978,Health & Social Care - Common Entry,280,,330,2020
890,MH001,Education - Primary Teaching (Froebel),507,,531,2020
891,MH002,Education - Primary Teaching - Gaeltacht Applicants (Froebel),,,,2020
892,MH101,Arts,318,,388,2020
893,MH103,Music,,,,2020
894,MH106,Psychology - 3 years,521,,529,2020
895,MH107,Social Science,346,,388,2020
896,MH109,Media Studies,316,,377,2020
897,MH116,Community and Youth Work (Full-Time),,,,2020
898,MH201,Science,360,,418,2020
899,MH202,Biotechnology,455,,466,2020
900,MH203,Biological and Geographical Sciences,430,,465,2020
901,MH204,Physics with Astrophysics,422,,479,2020
902,MH206,Theoretical Physics and Mathematics,510,,533,2020
903,MH207,Data Science,445,,520,2020
904,MH208,Biological and Biomedical Sciences,498,,510,2020
905,MH209,Psychology (through Science) - 4 years,498,,510,2020
906,MH210,Pharmaceutical and Biomedical Chemistry,487,,520,2020
907,MH212,Science or Maths & Computer Science or Maths & Applied Maths (with Ed),422,,487,2020
908,MH304,Engineering (Computer/Electronic/Communications),333,333,444,2020
909,MH305,Product Design,357,,409,2020
910,MH306,Robotics and Intelligent Devices,361,,433,2020
911,MH401,Finance (options),357,,398,2020
912,MH402,Quantitative Finance,476,,509,2020
913,MH403,Accounting and Finance,422,,468,2020
914,MH404,Business (options),430,,454,2020
915,MH405,Equine Business,357,,408,2020
916,MH407,Business and Accounting,420,,462,2020
917,MH411,Entrepreneurship,371,,408,2020
918,MH501,LLB Law - four year Single Major Law programme,473,,495,2020
919,MH502,Law (options),451,,473,2020
920,MH601,Computer Science through Arts (options),352,,403,2020
921,MH602,Computer Science through Science (options),351,,409,2020
922,MH603,Computational Thinking,532,,544,2020
923,MH801,Early Childhood - Teaching and Learning (part-time),327,,378,2020
924,MH802,"Community and Youth Work (part-time, in service)",,,,2020
925,MH803,"Local Studies/Community Studies (part-time, evening) - Mature Students",,,,2020
926,MI001,Contemporary & Applied Theatre Studies,375,,412,2020
927,MI002,Arts,300,281,389,2020
928,MI004,Education - Primary Teaching - International,577,,589,2020
929,MI005,Education - Primary Teaching,495,,521,2020
930,MI006,Education - Primary Teaching - Gaeltacht Applicants,456,,519,2020
931,MI007,Early Childhood Care and Education,357,,409,2020
932,MI008,Education and Psychology - Primary Teaching,588,,601,2020
933,MI009,"Education, Business Studies and Accounting",402,,455,2020
934,MI010,"Education, Business Studies and Religious Studies",368,,389,2020
935,MI011,"Education, Gaeilge and Religious Studies",409,,451,2020
936,MI012,"Education, Gaeilge and Business Studies",401,,463,2020
937,MI013,"Education, Mathematics and Gaeilge",444,,477,2020
938,MI014,"Education, Mathematics and Business Studies",434,,487,2020
939,MU001,Theology and Arts,290,290,349,2020
940,MU002,Theology,440,,440,2020
941,NC003,Computing (Degree Award options),260,,303,2020
942,NC005,Human Resource Management,300,,331,2020
943,NC009,Business,300,,346,2020
944,NC010,Psychology,400,,440,2020
945,NC020,Marketing Practice,280,,338,2020
946,NC022,Accounting and Finance,337,,378,2020
947,NC023,Technology Management (with specialisations),261,,282,2020
952,NM801,Montessori Education,220,,290,2020
955,PC405,"Social, Political and Community Studies",253,216,311,2020
956,PC410,Arts and Humanities (fulfils Teaching Council requirements),252,209,300,2020
957,PC411,English and History (fulfils Teaching Council requirements),255,209,310,2020
958,RC001,Medicine - Undergraduate Entry (HPAT required),733,,738,2020
959,RC004,Physiotherapy,566,,567,2020
960,RC005,Pharmacy,579,,589,2020
961,RC101,Medicine - Graduate Entry (GAMSAT required),,,63,2020
970,SG141,Business,261,,347,2020
971,SG142,Business in International Marketing and Languages (French),279,,386,2020
972,SG144,Business in International Marketing and Languages (Spanish),270,,347,2020
973,SG146,Accounting,309,,411,2020
974,SG147,Sport with Business,307,,367,2020
975,SG148,Tourism with Event Management,269,,340,2020
980,SG241,Performing Arts,328,,387,2020
981,SG242,Early Childhood Care and Education,279,,319,2020
982,SG243,Social Care Practice,301,,346,2020
983,SG244,Fine Art,505,,505,2020
984,SG245,Creative Design,282,,339,2020
985,SG246,Computing,290,,333,2020
986,SG247,English and Psychology,309,,382,2020
987,SG248,Sociology and Politics,281,,327,2020
988,SG249,Writing and Literature,297,,368,2020
989,SG250,Application Design and User Experience,412,,412,2020
990,SG251,Computing (Smart Technologies),327,,367,2020
991,SG252,Software Development,307,,319,2020
992,SG253,Computer Networks and Cloud Infrastructure,324,,378,2020
993,SG254,Writing and Literature Online,225,225,328,2020
1005,SG342,Civil Engineering,415,,480,2020
1006,SG343,Quantity Surveying,311,,367,2020
1007,SG346,Construction Project Management and Applied Technology,291,,337,2020
1008,SG347,Architecture,360,,411,2020
1009,SG348,Interior Architecture and Design,316,,368,2020
1020,SG442,Occupational Safety and Health,290,,367,2020
1021,SG443,Human Nutrition,356,,397,2020
1022,SG444,Science Undenominated,338,,420,2020
1023,SG445,Pharmaceutical Science with Drug Development,311,,367,2020
1024,SG447,Health Science and Physical Activity,328,,387,2020
1025,SG448,Forensic Investigation and Analysis,306,,368,2020
1026,SG449,Medical Biotechnology,341,,395,2020
1027,SG450,Environmental Science with Ecology (Level 8),300,,368,2020
1054,TL801,"Animation, Visual Effects and Motion Design (Level 8)",281,,349,2020
1055,TL802,"TV, Radio and New Media (Level 8)",325,,397,2020
1056,TL810,Computing with Software Development,310,,389,2020
1057,TL811,Computing with Games Development,358,,,2020
1058,TL815,Computing (Degree Award options),308,,360,2020
1059,TL823,Event Management (3 year programme),299,,369,2020
1060,TL831,Business Studies (Major Specialism in: Acctng or Mktg or Mgmnt),306,,381,2020
1061,TL844,Agricultural Engineering,300,,373,2020
1062,TL845,Civil Engineering,325,,413,2020
1063,TL847,Manufacturing Engineering,302,,368,2020
1064,TL848,Agricultural Science,308,,380,2020
1065,TL851,Wildlife Biology (Degree Award options),309,,383,2020
1066,TL855,Pharmaceutical Science (Degree Award options),317,,369,2020
1067,TL858,Veterinary Bioscience,308,,393,2020
1068,TL871,Health and Leisure (Degree Award options),300,,379,2020
1069,TL872,Health and Leisure with Massage,309,,408,2020
1070,TL873,Coaching and Sports Performance,289,,329,2020
1071,TL880,Early Childhood Care and Education,307,,349,2020
1072,TL881,Social Care,308,,362,2020
1073,TL889,Counselling with Addiction - Mature applicants only,,,,2020
1074,TL890,General Nursing and Mature Applicants,440,414,441,2020
1075,TL891,Mental Health Nursing and Mature Applicants,389,378,399,2020
1076,TR002,Music,435,429,468,2020
1077,TR003,History,497,493,511,2020
1078,TR004,Law,566,565,578,2020
1079,TR005,Philosophy,442,,476,2020
1080,TR006,Psychology,567,555,578,2020
1081,TR007,Clinical Speech and Language Studies,529,,553,2020
1082,TR009,Music Education,420,,532,2020
1083,TR012,History and Political Science,555,554,578,2020
1084,TR015,"Philosophy, Political Science, Economics and Sociology",589,,601,2020
1085,TR016,Deaf Studies,340,,377,2020
1086,TR017,Law and Business,602,,613,2020
1087,TR018,Law and French,565,,589,2020
1088,TR019,Law and German,543,542,566,2020
1089,TR020,Law and Political Science,602,,613,2020
1090,TR021,"Classics, Ancient History and Archaeology",370,,434,2020
1091,TR022,Early and Modern Irish,398,,451,2020
1092,TR023,English Studies,487,476,511,2020
1093,TR024,European Studies,544,542,566,2020
1094,TR025,Drama and Theatre Studies,564,530,581,2020
1095,TR028,Ancient and Medieval History and Culture,342,,453,2020
1096,TR029,Political Science and Geography,526,520,533,2020
1097,TR031,Mathematics,531,,589,2020
1098,TR032,Engineering,510,509,533,2020
1099,TR033,Computer Science,509,,545,2020
1100,TR034,Management Science and Information Systems Studies,613,,625,2020
1101,TR035,Theoretical Physics,543,,601,2020
1102,TR038,Engineering with Management,532,,556,2020
1103,TR039,Computer Science and Language,454,424,488,2020
1104,TR040,Middle Eastern and European Languages and Cultures,466,,521,2020
1105,TR041,Religion,368,,418,2020
1106,TR042,Film,489,476,498,2020
1107,TR043,History of Art and Architecture,393,354,474,2020
1108,TR051,Medicine (HPAT required),735,734,745,2020
1109,TR052,Dental Science,613,613,625,2020
1110,TR053,Physiotherapy,566,566,567,2020
1111,TR054,Occupational Therapy,533,,554,2020
1112,TR055,Radiation Therapy,543,,554,2020
1113,TR056,Human Health and Disease,565,,578,2020
1114,TR060,Biological and Biomedical Sciences,543,543,566,2020
1115,TR061,Chemical Sciences,517,510,532,2020
1116,TR062,Geography and Geoscience,473,,499,2020
1117,TR063,Physical Sciences,498,498,531,2020
1118,TR072,Pharmacy,590,,613,2020
1119,TR080,Global Business,589,,601,2020
1120,TR081,"Business, Economic and Social Studies (BESS)",543,543,565,2020
1121,TR082,Computer Science and Business,555,,578,2020
1122,TR083,Sociology and Social Policy,498,487,513,2020
1123,TR084,Social Studies (Social Work),462,,495,2020
1124,TR085,Business Studies and French,540,531,543,2020
1125,TR086,Business Studies and German,509,499,518,2020
1126,TR087,Business Studies and Russian,474,465,488,2020
1127,TR089,Business Studies and Polish,444,424,468,2020
1128,TR090,Business Studies and Spanish,531,,542,2020
1129,TR091,General Nursing (Meath and St James`s),429,,455,2020
1130,TR093,General Nursing (Adelaide School of Nursing),430,429,441,2020
1131,TR095,Mental Health Nursing,408,,430,2020
1132,TR097,Intellectual Disability Nursing,396,,398,2020
1133,TR111,Ancient History and Archaeology/Geography,352,,429,2020
1134,TR112,Ancient History and Archaeology/History,529,,,2020
1135,TR113,Ancient History and Archaeology/History of Art and Architecture,337,,477,2020
1136,TR114,Ancient History and Archaeology/Modern Language,337,,420,2020
1137,TR117,Ancient History and Archaeology/Religion,342,,368,2020
1138,TR166,Classical Civilisation/English Literature,498,496,523,2020
1139,TR173,Classical Civilisation/History of Art and Architecture,335,,466,2020
1140,TR177,Classical Civilisation/Modern Language,335,,536,2020
1141,TR179,Classical Civilisation/Philosophy,499,,518,2020
1142,TR198,Economics/Geography,534,,552,2020
1143,TR202,Economics/History,534,,566,2020
1144,TR207,Economics/Mathematics,566,,601,2020
1145,TR208,Economics/Modern Language,534,,578,2020
1146,TR209,Economics/Philosophy,534,,576,2020
1147,TR212,Economics/Sociology,534,,541,2020
1148,TR228,Classical Languages/English Literature,498,,533,2020
1149,TR231,Classical Languages/History of Art and Architecture,349,,444,2020
1150,TR233,"Classical Languages/Middle Eastern,Jewish and Islamic Civilisations",349,,566,2020
1151,TR239,Classical Languages/Modern Language,349,,349,2020
1152,TR262,English Literature/History,529,,552,2020
1153,TR263,English Literature/History of Art and Architecture,498,497,533,2020
1154,TR269,English Literature/Philosophy,499,,532,2020
1155,TR272,English Literature/Sociology,498,,519,2020
1156,TR276,English Literature/Drama Studies,498,,530,2020
1157,TR277,English Literature/Modern Language,498,495,543,2020
1158,TR311,Film/Drama Studies,521,,557,2020
1159,TR312,Film/English Literature,521,,541,2020
1160,TR320,Film/Music,521,,555,2020
1161,TR322,Geography/History,529,,555,2020
1162,TR323,Drama Studies/Modern Language,473,,551,2020
1163,TR324,Film/Modern Language,521,,544,2020
1164,TR325,Film/History,529,,625,2020
1165,TR326,Geography/Modern Language,352,,440,2020
1166,TR332,Geography/Sociology,498,496,520,2020
1167,TR443,History/History of Art and Architecture,529,,532,2020
1168,TR447,History/Modern Language,529,,554,2020
1169,TR449,History/Philosophy,529,,543,2020
1170,TR452,History/Sociology,529,,534,2020
1171,TR454,History/Religion,529,,534,2020
1172,TR455,History of Art and Architecture/Modern Language,334,,454,2020
1173,TR479,History of Art and Architecture/Philosophy,499,,555,2020
1174,TR547,"Middle Eastern,Jewish and Islamic Civ./Ancient History and Archaeology",337,,473,2020
1175,TR548,"Middle Eastern,Jewish and Islamic Civilisations/Classical Civilisation",335,,543,2020
1176,TR554,"Middle Eastern,Jewish and Islamic Civilisations/History",529,,555,2020
1177,TR563,"Middle Eastern,Jewish and Islamic Civilisations/Modern Language",335,,451,2020
1178,TR564,"Middle Eastern,Jewish and Islamic Civilisations/Music",,,,2020
1179,TR565,"Middle Eastern,Jewish and Islamic Civilisations/Religion",342,,,2020
1180,TR597,Mathematics/Modern Language,566,,625,2020
1181,TR598,Mathematics/Music,566,,,2020
1182,TR599,Mathematics/Philosophy,566,,589,2020
1183,TR629,Music/Philosophy,499,,,2020
1184,TR635,Music/Drama Studies,473,,487,2020
1185,TR636,Music/Modern Language,388,,455,2020
1186,TR638,Music/Religion,388,,440,2020
1187,TR639,Philosophy/Modern Language,499,,613,2020
1188,TR662,Philosophy/Sociology,499,,531,2020
1189,TR663,Religion/Classical Civilisation,342,,591,2020
1190,TR664,Religion/English Literature,498,,565,2020
1191,TR665,Religion/History of Art and Architecture,342,,452,2020
1192,TR666,Religion/Modern Language,,,,2020
1193,TR667,French/Modern Language,403,,478,2020
1194,TR668,German/Modern Language,389,,465,2020
1195,TR669,Irish/Modern Language,368,,473,2020
1196,TR670,Italian/Modern Language,381,,466,2020
1197,TR671,Russian/Modern Language,332,,494,2020
1198,TR672,Spanish/Modern Language,336,,488,2020
1199,TR755,Sociology/Drama Studies,498,,543,2020
1200,TR756,Sociology/Modern Language,498,495,510,2020
1204,TR911,Children`s and General Nursing (Integrated),511,510,521,2020
1205,TR913,Midwifery,478,477,508,2020
1286,TU801,Biomedical Design,235,,381,2020
1287,TU802,Electrical Services and Energy Management,317,300,352,2020
1288,TU803,Electronic Engineering,243,243,337,2020
1289,TU804,Engineering (Common Entry with Award options),271,,338,2020
1290,TU805,Engineering (General Entry),402,,466,2020
1291,TU806,Sustainable Energy Engineering,262,,318,2020
1292,TU807,Computer Engineering in Mobile Systems,276,,305,2020
1293,TU808,Engineering Software,260,260,339,2020
1294,TU809,Mechanical Engineering,235,,347,2020
1295,TU810,Mechatronic Engineering,270,,312,2020
1296,TU811,Product Design,411,,444,2020
1297,TU812,"Design,Technology and Innovation",270,,350,2020
1298,TU813,Automation Engineering,218,218,339,2020
1299,TU814,Transport Operations and Technology,285,251,372,2020
1300,TU831,Architectural Technology,410,,444,2020
1301,TU832,Architecture (Suitability Test and Interview),622,,658,2020
1302,TU833,Construction Management,367,,404,2020
1303,TU834,Geographic Science,288,,357,2020
1304,TU835,Planning and Environmental Management,313,,349,2020
1305,TU836,Property Economics (Valuation Surveying),401,,433,2020
1306,TU837,Quantity Surveying and Construction Economics,385,,418,2020
1307,TU851,Analytical Chemistry (Environmental Forensic and Pharmaceutical),349,,419,2020
1308,TU852,Chemical Sciences with Medicinal Chemistry,476,,498,2020
1309,TU854,Science (General Entry),476,,495,2020
1310,TU855,Science with Nanotechnology,331,319,368,2020
1311,TU856,Computer Science,476,,487,2020
1312,TU857,Computer Science (Infrastructure),391,,419,2020
1313,TU858,Computer Science (International),377,,424,2020
1314,TU859,Computing,217,234,308,2020
1315,TU860,Computing (Information Technology),260,,329,2020
1316,TU861,Computing with Language (French/German/Spanish),308,308,348,2020
1317,TU862,Computing with Data Analytics,226,226,288,2020
1318,TU863,Digital Forensics and Cyber Security,280,,338,2020
1319,TU864,DNA and Forensic Analysis,400,390,429,2020
1320,TU865,Computing with IT Management,226,,331,2020
1321,TU866,Biomedical and Molecular Diagnostics,487,,498,2020
1322,TU867,Biomedical Science,524,,542,2020
1323,TU868,Clinical Measurement Science,510,,520,2020
1324,TU869,Environmental Health,336,,375,2020
1325,TU870,Human Nutrition and Dietetics,578,,589,2020
1326,TU871,Optometry,509,,530,2020
1327,TU872,Public Health Nutrition,491,,512,2020
1328,TU873,Industrial Mathematics,250,250,392,2020
1329,TU874,Mathematical Sciences,341,,407,2020
1330,TU875,Pharmaceutical Healthcare,400,,440,2020
1331,TU876,Pharmaceutical Science,377,349,391,2020
1332,TU877,Physics Technology,308,,373,2020
1333,TU878,Physics with Energy and Environment,337,337,444,2020
1334,TU879,Physics with Medical Physics and Bioengineering,351,,403,2020
1335,TU880,Physics with Data Science,578,,,2020
1336,TU881,Food Innovation,318,,389,2020
1337,TU882,Nutraceuticals in Health and Nutrition,397,,442,2020
1338,TU901,Business,270,,307,2020
1339,TU902,Business (Common Entry with Award options),271,,359,2020
1340,TU903,Business and Management,463,,485,2020
1341,TU904,Business and Law,462,,487,2020
1342,TU905,Economics and Finance,465,,488,2020
1343,TU906,Human Resource Management,395,,414,2020
1344,TU907,Logistics and Supply Chain Management,300,,387,2020
1345,TU908,Management,262,253,337,2020
1346,TU909,Accounting and Finance,285,,326,2020
1347,TU910,Accounting and Finance,444,,466,2020
1348,TU911,Accounting and Finance,209,192,319,2020
1349,TU912,Business Analytics,330,,366,2020
1350,TU913,Business and Information Technology,252,,299,2020
1351,TU914,Business Computing,324,,366,2020
1352,TU915,International Business,252,,302,2020
1353,TU916,International Business,235,235,337,2020
1354,TU917,Law (LLB ) with a Language,342,,433,2020
1355,TU918,Law (LLB),451,,478,2020
1356,TU919,Advertising and Marketing Communications,228,226,311,2020
1357,TU920,Digital Marketing,270,,318,2020
1358,TU921,Digital Marketing Technologies,212,212,300,2020
1359,TU922,Marketing,418,,443,2020
1360,TU923,Marketing Management,228,276,318,2020
1361,TU924,E-Commerce in Retailing,307,,380,2020
1362,TU925,Retail and Services Management,301,,362,2020
1363,TU935,Sports Management and Coaching,300,,347,2020
1364,TU936,Sports Science and Health,410,391,419,2020
1365,TU941,Botanical Cuisine,249,,257,2020
1366,TU942,Culinary Arts,212,212,340,2020
1367,TU943,Culinary Entrepreneurship,278,,357,2020
1368,TU944,Culinary Science,316,,379,2020
1369,TU951,International Hospitality and Tourism Management,184,184,298,2020
1370,TU952,International Hospitality Management,300,,368,2020
1371,TU953,Tourism and Digital Marketing,290,,359,2020
1372,TU954,Event Management,356,,404,2020
1373,TU955,Sports & Leisure Management,217,317,347,2020
1374,TU961,Commercial Modern Music,608,608,848,2020
1375,TU962,Drama (Performance),379,,500,2020
1376,TU963,Music,416,,535,2020
1377,TU965,International Business and Languages,356,346,413,2020
1378,TU966,Languages and English Studies,366,,466,2020
1379,TU967,Languages and International Tourism,308,,388,2020
1380,TU971,Contemporary Visual Culture,290,,320,2020
1381,TU972,Creative and Cultural Industries,281,,369,2020
1382,TU973,Design - Visual Communication,717,,865,2020
1383,TU974,Fine Art,709,563,826,2020
1384,TU975,Interior Design,632,,879,2020
1385,TU976,Photography,695,,926,2020
1386,TU981,Creative Digital Media,280,,318,2020
1387,TU982,Creative Digital Media,320,311,352,2020
1388,TU983,Film and Broadcasting,456,451,484,2020
1389,TU984,Game Design,381,,419,2020
1390,TU985,Journalism,322,,377,2020
1391,TU986,Print Media Technology and Management,289,,300,2020
1392,TU991,Applied Social Studies in Social Care,325,,352,2020
1393,TU992,Community and Youth Development,251,,297,2020
1394,TU993,Early Childhood Care and Education,270,,311,2020
1395,TU994,Early Childhood Care and Education,321,251,304,2020
1396,TU995,Early Childhood Education,367,,409,2020
1397,TU996,Social Care,400,,419,2020
1398,TU997,Applied Social Care,310,283,318,2020
1399,WD001,Applied Computing (options),260,260,413,2020
1400,WD002,Science (options),308,,388,2020
1402,WD005,Health Sciences (options),280,,338,2020
1403,WD006,Exercise Sciences (options),280,,359,2020
1404,WD007,Engineering (options),288,288,409,2020
1410,WD025,Construction Management and Engineering,269,,341,2020
1411,WD027,Music,262,,409,2020
1412,WD048,Business (options),271,,371,2020
1414,WD084,Accounting,308,,411,2020
1415,WD091,Hospitality Management,228,,310,2020
1419,WD116,General Nursing,422,,451,2020
1420,WD117,Psychiatric Nursing,366,,388,2020
1421,WD120,Intellectual Disability Nursing,377,,388,2020
1423,WD134,International Business,290,,362,2020
1424,WD137,Design (Visual Communications),271,,351,2020
1426,WD140,Laws,280,,367,2020
1427,WD144,Architecture,284,,359,2020
1428,WD147,Pharmaceutical Science,293,,390,2020
1429,WD149,Early Childhood Studies,271,,368,2020
1430,WD150,Criminal Justice Studies,270,,331,2020
1432,WD152,Visual Art,,,317,2020
1436,WD161,Computer Forensics and Security,255,,380,2020
1437,WD162,Quantity Surveying,216,,306,2020
1438,WD163,Psychology,434,,473,2020
1447,WD186,Sports Coaching and Performance,270,,344,2020
1448,WD187,Social Science,272,,348,2020
1450,WD191,Agricultural Science,377,,420,2020
1451,WD192,Social Care Practice,270,,326,2020
1452,WD193,Marketing and Digital Media,271,,347,2020
1453,WD194,Culinary Arts,217,,321,2020
1454,WD195,Architectural and Building Information Modelling Technology,279,,367,2020
1455,WD200,Arts (options),,,336,2020
1460,WD210,Software Systems Development,279,,337,2020
1461,WD211,Creative Computing,271,,318,2020
1462,WD212,Recreation and Sport Management,270,,349,2020
1463,WD230,Mechanical and Manufacturing Engineering,253,,369,2020
